id,trigger,object,subject,time,location
8443,接受,屏东大学教务长施百俊,屏东大学教务长施百俊接受媒体采访,,
8444,公布,台湾地区流行疫情指挥中心,星岛环球网,今天（8日,
8446,启动,（图片,（图片,,
8450,宣布,蔡英文,启,4月1日,
8450,启动,蔡英文,“口罩“外交,4月1日,
8456,出席,民进党主席卓荣泰,民进党主席卓荣泰出席中常会,,
8458,指责,台湾绿营媒体,环球时报总编胡锡进对此发文指出：原来，台湾绿营媒体,,
8458,展示,环球时报总编胡锡进,环球时报总编胡锡进,,
8459,发生,（图片,（图片,（图片来源：台湾“中时电,
8460,影响,新冠肺炎疫情,新冠肺炎疫情,,新冠肺炎疫情
8462,出席,国民党主席江启臣,国民党主席江启臣戴上口罩,,
8464,吸引,韩国瑜进行法律攻防战，瞬间成为媒体焦点，韩国瑜,针对罢免案，韩国瑜,,
8464,前往,韩国瑜进行法律攻防战，瞬间成为媒体焦点，韩国瑜,针对罢免案，韩国瑜,,
8466,建议,国民党,，国民党,,
8467,发布,湖北台湾同胞返台后援会长徐正文,湖北台湾同胞返台后援会长徐正文,8日,
8469,接受,蔡英文,结束，蔡英文,,
8469,通过,蔡英文,结束，蔡英文接受媒体联访，媒体问到公民团体推动罢韩已经通过第二阶段,结束，蔡英文接受媒体联访,
8475,回应,柯文哲受访时被问到“中央”相关的防疫政策，柯文哲,受访时,,
8477,接受,星岛环,星岛环球网,,
8477,启动,星岛环球网消息：中评社高雄4月9日电（记者蒋继平）中国国民党高雄市长韩国瑜阵营,星岛环球网,,
8479,发生,台湾花莲县海域,台湾花莲县海域发生4.4级地震,,
8480,接受,前高雄市新闻局长王浅秋,前高雄市新闻局长王浅秋昨天接受电视台访问,,
8481,申请,(截自T台政治话节目)星岛环球网,(截自T台政治话节目,8日,
8482,接受,高雄市前新闻局长王浅秋,高雄市前新闻局长王浅秋8日接受《T台政经话》视讯访问,8日,
8483,接受,星岛环球网消息：中评社桃园4月9日电（记者黄文杰）七连霸的中国国民党桃园市议员,星岛环球网,3月9日,
8486,发表,台湾大华网络报9日,台湾大华网络报9日发,9日,
8488,发表,(资料照片)星,(资料照片,,
8489,建立,中山先生,中山先生,,
8490,接受,（中评社郑羿菲摄）,（中评社郑羿菲摄）,,
8494,展开,星岛环球网消息：中评社高雄4月9日电（记者蒋继平）中国国民党籍高雄市长韩国瑜,星岛环球网,8日,
8494,接受,星岛环,星岛环球网,8日,
8494,举办,星岛环,星岛环,星岛环球网消息：中评社,
8498,选择,陈清茂,对于为何会有机会促成公听会,,
8499,接受,陈清茂,陈清茂说，爱与包,,
8502,制作,（中评社资料照）星岛环球网消息：中评社台北4月9日电／日本,（中评社,4月5日,
8502,支持,（中评社,（中评社,,
8503,散布,NHK记者,记者,,
8504,出席,”NHK举去年12月韩国瑜,一场宝宝爬行赛活动,去年12月,
8506,推出,台湾疫情指挥中心,台湾疫情指挥中心,,
8506,举行,日前台湾疫情指挥中心推出了“社交距离”的新禁令，不久后台当局“行政院长”苏贞昌,台湾疫,,
8508,接受,绿委赵天麟,媒体采访,,
8510,增强,台湾疫情指挥中心,台湾疫情指挥中心日前增强防疫措施,,
8511,增强,民进党当局,防疫措施,,
8511,增加,民进党当局,防疫措施,,
8512,发生,黄珊珊,黄珊珊表示，台北市上次发生过夜店事件,,
8513,购买,口罩两周,口罩两周购买9片,,
8515,举行,“外交部,单位主管例行新闻说明会,,单位主管例行新闻说明会
8515,出席,“外交部”今天举行“单位主管例行新闻说明会,“外交部”今天举行“单位主管例行新闻说明会,,
8516,宣布,在,在清明全国哀悼日,,
8516,发表,在清明全国哀悼日期间，部分台湾网友,在清明全国哀悼日,,在清明全国哀悼日期间，部分台湾网友
8517,发表,国务院,我们都知道，国务院,3日,
8520,召开,国民党,“护健康，救经济，纾困振兴方案总体检”第二场记者会,,
8521,召开,国民党,国民党今日召开“护健康，救经济，纾困振兴方案总体检”第二场记者会,今日,
8521,主持,国民党今日召开“护健康，救经济，纾困振兴方案总体检”第二场记者会,国民党今日召开“护健康，救经济，纾困振兴方案总体检”第二场记者会,,
8522,推出,台湾《中国时报》评论指出，云南广播电视台,台湾《中国时报》评论指出，云南广播电视台,,
8524,举行,（中评社倪鸿祥摄）,（中评社倪鸿祥摄,（中评社倪鸿祥摄）星岛环球网,
8526,发生,獐子岛,5年时间，獐子岛的扇贝已发生了三次“跑路”事件,,
8528,建成,上世纪80年代，獐子岛,0年代，獐子岛,上世纪80年代,
8531,减少,2017年“扇贝饿死了”事件后，獐子岛公司表示，遭遇海洋牧场灾害后，獐子岛,2017年“扇贝饿死了”事件,,
8533,离开,高北,獐子岛公司,2016年,
8534,选择,李国,上,上世纪90年代初,
8535,带来,不过，“獐子岛扇贝的故事”也给她,不过，“獐子岛扇贝的故事,,
8536,发布,深圳市教育局,2018年10月，深圳市教育局,2018年10月,
8537,组织,深圳某义工机构,深圳某义工机构,2019年,
8541,给予,深圳市,深圳市,,
8541,进行,深圳市,深圳市,,
8542,体验,2018年10月《方案》出台，当年秋季入学的全部深圳初一新生们,2,,
8544,推进,深圳市教育局主办的综评工作推进部署会,019年10月30日，深圳市教育局主办的综评工作推进部署会,2019年10月30日,
8546,发布,深圳市教育局,深圳市教育局,12月27日,
8549,拍摄,姚帅,姚帅,,
8551,成立,重庆大学官微回应称，重庆大学,10月15日，重庆大学官微回应称，重庆大学,10月15日,
8554,发文,”重庆大学教育发展基金会,重庆大学教育发展基金会官方网站,2015年12月31日,
8557,接受,他,《中国新闻周刊》采访,,
8559,发表,吴应骑,0,,
8561,接受,文化部,美术史系‘研究生班,,
8565,接受,吴家,0,2007年11月,
8567,创造,2003年，画家高小华,03年，画家高小华,2003年,
8569,发布,2013年6月，吴应骑出现在了电影《天机·富春山居图》的杀青现场，华龙网,201,,
8570,接触,9958华西执行团队摄2017年11月某日下午3点，程海波,17年11月某日下午3点,2017年11月某日下午3点,
8573,选择,小白,鼻血流了三个月，小白,,
8574,选择,林丰,下沉市场里的商业竞争,,
8582,带来,余太,彭梓嘉,,
8583,发射,警方,暴力示威者,,
8583,拘捕,有暴力示威者,,,
8583,纵火,有暴力示威者,有暴力示威者,,
8585,带来,”维多利亚港，听歌的粉丝们,听歌的粉丝们,,
8587,启动,江西,那一天是大年三十,大年三十,
8588,发现,格外空阔的八一大道初二：小区,格外空阔的八一大道初二：小区里发现了一辆鄂牌车,初二：小区里,
8592,接受,柬埔寨,在历经了持续一周多的“海上漂流”后，终于，2月12日，柬埔寨,2月12日,
8593,到达,根据船舶追踪服务网站MarineTraffic的记载，“威士特丹号”,根据船舶追踪服务网站,2月13日7时28分,
8594,拍摄,汉森,一组越南的黄昏照片,,
8596,离开,”2月1日，“威士特丹号”离开香港,香港,”2月1日,
8598,接受,“威士特丹,2月4日上午6时，“威士特丹号”提前一天抵达台湾高雄，并接受了非常严格的检疫,2月4日上午6时,2月4日上
8598,抵达,“威士特丹号”,台湾高雄,2月4日上午6时,
8600,召开,台湾“中央流行疫情指挥中心,台湾“中央流行疫情指挥中心”紧急召开了专家咨询会议,,
8600,升级,当天，台湾“中央流行疫情指挥中心”,台湾“中央流行,,
8601,离开,”2月5日，“威士特丹号”,高雄,2月5日,
8602,召开,据日本共同社报道，2月6日晚间，日本首相安倍晋三,据日本共同社报道，2月6日晚间，日本首相安倍晋三召开内阁会议,2月6日,
8604,护送,第二天下午，有乘客注意到，泰国一艘海军舰船,第二天下午，有乘客注意到，泰国一艘海军舰船,,
8606,接受,谭德塞,2,,
8607,到达,由,由网友Christi,2月13日7时28分,由网友Christina
8607,进入,由,由网友Christi,由网友Christina,
8609,提供,长垣,新京报记者王瑞锋摄,,
8610,成立,长垣,长垣,,
8615,发布,十堰市张湾区新冠肺炎疫情防控指挥部,12日晚，十堰市张湾区新冠肺炎疫情防控指挥部,2月12日晚,
8616,检查,小区封闭后四个大门关了三个，只有正中间的大门通行，鲍勤勇,小区封闭后四个大门,,
8617,建立,蓝山郡,摸着石头过河从志愿者队,,
8618,发布,张湾区指挥部,12日晚，张湾区指挥部,2月12日晚,
8619,参与,王庄庄,王庄庄,,北京
8620,选择,王庄庄,为避开流量冲突，王庄庄,,
8621,购买,江宇,江宇还从韩国,,
8625,离开,”于是，在五百万人相继离开武汉,武汉,,
8626,选择,咖啡店的另一位伊朗咖啡师,咖啡店的另一位伊朗咖啡师,,咖啡店的另一位伊朗咖啡师Sina也选择留在武汉
8628,到达,田亚珍,每天五百杯“武汉拿铁”送往医院1月26日早晨九点半，田亚珍和三位咖啡师,1月26日早晨九点半,
8633,参加,赵巧英,赵巧英独居，春节前参加了老友聚会,春节前,
8634,发表,蔡毅,”2月14日，蔡毅,2月14日,
8636,转入,李丽娜,几天后，李丽娜,,
8637,学习,他,他,804年,
8642,找到,”珠光,珠光,,
8645,反对,方北方用现实主义的手法写作了“马来西亚三部曲”，黄锦树,方北方用现实主义的手法,,
8650,参加,阿克梅派的多数成员,阿克梅派的多数成员,,
8651,参加,安娜·阿赫玛托娃,阿赫玛托娃,安娜·阿赫玛托娃（1889-1966,
8651,发表,安娜·阿赫玛托娃,阿赫玛托娃,1907年,
8661,参加,任建树,任建树：上海社,1924年8月,
8661,出生,任建树,,1924年8月,
8664,出版,他,,2009年,
8664,推进,他,又经过十来年的打拼,,
8664,终于,他,又经过十来年的打拼,,
8665,发表,江苏省陈研会2005年10月9日为此在南京财经大学举办了高端学术论坛，任老,江苏省陈研会,,江苏省陈研会2005年10月9日
8668,发布,武汉发布消息，武汉市新型冠状病毒感染的肺炎疫情防控指挥部,疫情,1月23日凌晨2时许,
8668,发布,武汉发布消息，武汉市新型冠状病毒感染的肺炎疫情防控指挥部,疫情,1月23日凌晨2时许,
8670,举行,徐悦东1月9日晚，在社会科学文献出版社,徐悦东,1月9日晚,
8670,举办,徐悦东1月9日晚，在社会科学文献出版社,徐悦东,1月9日晚,
8675,发现,张经纬,张经纬,,
8677,提供,在《模型思维》这本书中，圣密歇根大学复杂性研究中心“掌门人”斯科特·佩奇,在《模型思维》这本书,,
8680,导致,他们,正如伯纳迪诺·德·萨哈贡所言，他们,,正如伯纳迪
8686,找到,许鹏,起初，许鹏从山东找到了几十台消杀机,,山东
8687,找到,许鹏,许鹏联系了好几天，终于在山东寿光找到了一家愿意开工生产、且平价销售的厂家,,山东寿光
8688,参与,许鹏,加入蓝天之后，许鹏,,
8690,参与,许鹏,保护区巡山救援任务,,
8694,干预,特派员,特派员,,
8696,支持,两家企业,两家企业,,
8698,增长,如，2月14日当天防护服,如，2月14日当天防护服,2月14日,
8699,组织,发现信徒感染后的一段时间内，“新天地”教会,发现信徒感染后的一段时间内，“新天地”教会,,
8700,接受,”由于涉嫌金钱问题和男女问题，李万熙,”由于涉嫌金钱问题和男女问题，李万熙,,
8701,举报,此前，“新天地”教会的受害者们,此前，“新天地”教会的受害者,,
8701,披露,此前，“新天地”教会的受害者们集体举报了李万熙,此前，“新天地”教会,,
8703,举行,1月31日至2月2日期间，庆尚北道的大南医院,1月31日至2月2日期间，庆尚北道的大南医院,1月31日至2月2日,
8704,出现,在2月18日出现确诊患者,在2月18日出现确诊患者,2月18日,
8705,执行,京畿道地区的警察,京畿道地区的警察,,
8706,感染,钟南山在央视采访中披露，“14个医务人员,1月20日，钟南山在央视采访中披露，“14个医务人员,,
8706,披露,钟南山,1月20日，钟南山,1月20日,
8707,祝贺,张昌盛,2月5日，张昌盛,2月5日,
8708,祝贺,“快乐3+2”群里的4位同事,快乐3+2”群里的4位同事,,
8709,申请,李欣,李欣,,
8711,发布,中国疫苗协会,2月9日，中国疫苗协会,2月9日,
8712,参与,此外，也有非会员机构,此外，也有非会员机构,,
8713,介绍,国家卫健委副主任曾益新,国家卫健委副主任曾益新在会上介绍疫苗研发的技术路线,,
8718,研发,据《北京晚报》报道，自2003年4月起，北京科兴生物制品有限公司,据《北京晚报》报道,2003年4月,
8719,停掉,北京科兴,北京科兴,,
8719,投入,北京科兴,北京科兴,,
8721,接受,但两人的去向截然不同：早两天出院的王全自行回家休养，晚两天出院的陈斌,但两人的去向,,
8722,发布,两人,两人的不同境遇,2月22日,
8723,带来,有时，还有工作人员,有时，还有工作人员,,
8726,通报,全国范围内，2月下旬至今，已有广东、江苏、天津、四川、湖南、湖北、陕西等7个省份,全国范,2月下旬,
8727,接受,湖北省,依据2月5,,
8728,培养,广东省疾控中心,与此同时，广东省疾控中心还在对痰液样本,,
8729,找到,申军良,寻子15年，申军良,,
8730,找到,新京报深度报道部x腾讯新闻出品申聪,新京报,1月16日,新京报深度报道
8731,接受,申军良,3月7日凌晨，申军良,3月7日凌晨,
8734,到达,申军良,广州增城,3月6日晚上八点多,
8735,召开,广州警方,广州警方,,
8736,找到,广州市公安局增城区分局副局长李光日说，“今年1月警方,广州市公安局,今年1月,梅州
8737,离开,申军良一家,通报发布时，申军良一家避开所有媒体，悄悄离开了宾馆,,
8738,形成,武汉,疫情发生初,,
8739,公布,武汉市,为了解决发热门诊就诊排长队、留观床位紧张等问题，武汉市,1月22日,
8741,公布,武汉市卫健委,受访者供图这份通告,1月22日,
8742,发布,武汉市卫健委医政医管处,武汉市卫健委医政医管处,2019年12月30日,
8743,发现,12月31日，新京报记者,12月31日，新京报记者,12月31日,12月31日，新京报记者在武汉市
8745,宣布,国家卫健委,1月20日,1月20日,
8746,发布,武汉市,次日下午,,
8747,选择,谢莹,谢莹,,
8747,带着,谢莹,母亲,,
8749,公布,武汉市卫健委网站,武汉市卫健委网站从2月1日起公布定点医院床位数,2月1日,
8751,公布,武汉市卫健委,武汉市卫健委,2月2日,
8753,公布,新京报记者查询武汉市卫健委,新京报记者查询武汉市卫健委官网公布的定点医院床位数据,,
8754,接到,副院长陈国华告诉新京报记者，2月10日，医院,副院长陈国华告诉新京报记者，2月10日，医院,2月10日,
8760,开展,新冠肺炎是一种全新疾病，没有特效药，因此，专家们,新冠肺炎是一种全新疾病,,
8763,接受,杜荣辉,2月下旬，杜荣辉,2月下旬,2月下旬，杜荣辉在肺科医院住院大楼
8763,接受,杜荣辉,2月下旬，杜荣辉,2月下旬,2月下旬，杜荣辉在肺科医院住院大楼
8765,开办,”多名熟悉李跃华,多名,1987年,
8767,申请,李跃华,上述穴位注射剂,,
8770,举行,李跃华,在该校的网站上可以查询到，2012年6月17日，李跃华,2012年6月17日,
8771,调查,3月5日，新京报记者,3月5日，新京报记者,,
8775,离开,“一个名牌大学的毕业生,名牌大学的毕业生为什么会离开国营单位,,
8779,举行,李跃华,2012年6月，李跃华,2012年6月,
8781,列举,”新京报记者发现，在上述报告会的新闻中，李跃华,在上述报告会的新闻中，李跃华,,
8784,检索,新京报记者,裁判文书,,
8789,接受,他,一位先生介绍，他,,
8793,发布,2013年2月27日，国家知识产权局,国家知识产权局,2013年2月27日,
8794,发表,李跃华,13年，李跃华,2013年,
8795,发表,李跃华,”2013年，李跃华,”2013年,
8803,介绍,在《后记》一文中，斯坦纳,在《后记》一文中，斯坦纳,,
8807,做出,五角大楼,五角大楼能够在图纸,,
8808,到达,当欧洲人,当欧洲人首次到达新大陆,,
8811,发行,帕蒂·史密斯,4年，帕蒂·史密斯,,
8811,组建,帕蒂·史密斯,1974年，帕蒂·史密斯,1974年,
8812,反对,2018年，德国最大的影院协会HDFKino表示，它和意大利电影院协会,德国最大的影院协会,,
8814,批准,1899年，由外国人管理的上海工部局,由外国人管理的上海工部局,1899年,吴淞
8816,成立,他,他大大增加了警官的人数,,
8816,增加,他,他大大增加了警官的人数,,
8816,任命,他,他大大增加了警官,,
8816,提高,他,他大大增加了警官的人数,,
8817,改革,徐世昌,徐世昌和锡良在各自的东三省总督任内都对警察的卫生工作,,
8818,成立,沈阳的政府官员,沈阳的政府官员,,
8818,收到,沈阳的政府官员,沈阳的政府官员,,
8820,公布,这些鼠疫预防与控制措施,,1911年1月12日,
8824,推出,国家文物局,国家文物局组织部署全国各地博物馆,,
8827,宣布,太原北齐徐显秀墓北壁夫妻并坐图上海博物馆,太原北齐徐显秀墓北壁夫妻并坐图上海博物馆,,
8829,发生,1510年，南直隶,南直隶,1510年,
8833,控制,欧洲殖民当局,除此之外，欧洲殖民当局,,
8835,建立,19世纪的医疗传教士,19世纪的医疗传教士,19世纪的医疗传教士则建立了传教医院,19世纪的医疗传教士
8835,运用,19世纪的医疗传教士则建立了传教医院和医学校，英国传教士,19世纪的医疗传教士,,19世纪的医疗传教士
8836,建立,中国政府,中华人民共和国,,
8836,成立,中华人民共和国的成立，中国政府,,,
8837,接受,传统医者,西方医学训练,,
8839,支持,中国政府,新中国成立初期，中国政府,,
8842,引导,以南非前开普顿大主教、诺贝尔和平奖得主图图为主席的“真相与和解委员会,以南非前开普顿大主教、诺贝尔和平奖得主图图为主席的“真相与和解委员会,,
8842,披露,以南非前开普顿大主教、诺贝尔和平奖得主图图为主席的“真相与和解委员会,以南非前开普顿大主教、诺贝尔和平奖得主图图为主席的“真相与和解委员会,,
8848,降低,由此来看，现代医疗,由此来看，现代医疗,,
8848,造成,由此来看，现代医疗,由此来看，现代医疗,,
8848,建立,由此来看，现代医疗,由此来看，现代医疗,,
8849,反对,在山火期间，悉尼、墨尔本、布里斯班等城市,在山火期间，悉尼、墨尔本、布里斯班等城市,,
8849,组织,在山火期间，悉尼、墨尔本、布里斯班等城市,在山火期间，悉尼、墨尔本、布里斯班等城市,,
8849,组织,在山火期间，悉尼、墨尔本、布里斯班等城市,在山火期间，悉尼、墨尔本、布里斯班等城市,,
8851,提供,虽然很多公司和机构,虽然很多公司和机构,,
8853,离开,阿倍朝臣继麻吕,736年4月，阿倍朝臣继麻吕,736年4月,
8854,发布,7月，大和国、伊豆国和若狭国,7月，大和国、伊豆国和若狭国,7月,
8859,建立,许多村组干部,许多村组干部,,
8859,使用,许多村组干部,许多村组干部,,
8861,参与,“护肾小队”,从2月19日的第一例,,
8863,接受,王强,王强,,
8864,接受,王强,受访者供图此后，王强,,
8868,发表,与此同时，在英国，查尔斯·达尔文,与此同时，在英国，查尔斯·达尔文,1859年,与此同时，在英国
8870,提出,弗兰克·麦克法伦·伯内特,这个问题,,
8877,建立,中国,因此中国要建立一套新的卫生机制,,
8878,建立,中国,清代江南的瘟,,
8887,拍摄,四川美术学院教师、艺术家李一凡,带着同普通人类似的疑问,,
8894,提出,中国人,六十多年前，中国人,,
8894,喊出,中国人,六十多年前，中国人,,
8897,支持,如何评判自己、如何定位自己与外部世界的关系似乎,如何评判自己、如何定位自己与外部世界的关系,1838年,
8897,准许,如何定位自己与外部世界的关系似乎是戊戌年永恒的主题：1778年乾隆帝,如何评判自己、如何定位自己与外部世界的关系,1778年,
8898,发生,信,信中大意为：（1）大家知道、中国的武汉,,
8899,发现,一名从武汉坐高铁回到山东老家的医学生,一名从武汉坐高铁回到山东老家的医学生,,
8901,遭遇,一名武汉籍的民宿客栈老板,一名武汉籍的民宿,,在大理
8902,执行,1936年5月，广东高要县县长,36年5月,1936年5月,193
8903,执行,法国国王菲利普五世,法国国王菲利普五世,,
8904,发生,广东罗定县,广东罗定县则发生了三个外地麻风病人轮奸一名村妇的惨案,,
8906,发布,北京师范大学新媒体传播研究中心,1月28日，北京师范大学新媒体传播研究中心,1月28日,
8906,发现,北京师范大学新媒体传播研究中心,1月28日，北京师范大学新媒体传播研究中心,1月28日,
8909,参与,截至目前，已有北京出版集团有限责任公司、网易有道信息技术（北京）有限公司,截至目前，已有北京出,,
8909,提供,截至目前，已有北京出版集团有限责任公司、网易有道信息技术（北京）有限公司,截至目前，已有北京出,,
8912,提供,（行动企业：北京出版集团京版若晴公司）北京出版集团京版若晴,（行动企业：北京出版集团京版若晴公司）北京出版集团京版若晴,,
8914,推出,（行动企业：北京波波乌文化发展有限公司）数字音乐,（行动企业：北,,
8918,接受,斯坦纳,由于父亲的反对，斯坦纳,由于父亲的反对，斯坦纳,
8918,成为,斯坦纳,由于父亲的反对，斯坦纳,1969年,
8919,发表,2008年的时候，斯坦纳,2008年的时候，斯坦纳,2008年的时候，斯坦纳还在,
8922,提供,例如，自1994年以来，美国的频谱拍卖,例如，,1994年,
8923,出售,非政府组织,考虑到这些因素，非政府组织,,
8925,离开,然而，20世纪西方,20,,
8929,举办,加拿大多伦多市,“团结晚宴,,
8930,分析,我们,为了对国外社交媒体舆论,,
8931,发表,丹麦,丹麦媒体《日德兰邮报》,1月27日,
8931,要求,丹麦,丹麦媒体,,
8934,制定,《鼠疫与近代中国：卫生的制度化和社会变迁》，[日]饭岛涉,《鼠疫,,
8935,召开,1929年5月15日召开了卫生纪念大会,厦门，1929年5月15日召开了卫生纪念大会,1929年5月15日,厦门
8936,召开,另外，1930年12月15日，济南,另外，1930年12月15日，济南召开了卫生大会,1930年12月15日,
8938,举行,福州,九一八事变,1933年8月8日,
8940,召开,在此卫生行政的展开进程中，1934年5月，北平市,在此卫生行政的展开进程中，1934年5月，北平市召开了第一次卫生运动大会,1934年5月,
8941,设立,邹平县实验区,34年9月，邹平县实验区,1934年9月,
8941,开设,邹平县实验区,34年9月，邹平县实验区,1934年9月,
8941,召开,1934年9月，邹平县实验区,4年9月，邹平县实验区,1934年9月,
8942,调查,山本真,山本真（1998）,,
8943,设立,在这种情况下，保赤堂,在这种情况下，保赤堂,,
8945,开展,国民政府,卫生行政工作,,
8946,成立,1939年4月，卫生科,卫生科,1939年4月,
8947,组织,1941年，还组织了南区防疫会委员会,南区防疫会委员会,1941年,
8950,提供,中国纺织出版社,中国纺织出版社,,
8952,推出,人民卫生出版社在国家卫生健康委员会疾病预防控制局指导下，中国疾病预防控制中心,人民卫生出版社,2020年1月30日,
8953,开发,该社,建设“抗击新型冠状病毒肺炎专利情报专题数据库,,
8954,开放,6.上海交通大学出版社,上海交通大学出版社自有APP“慕知悦读”平台,6.上海交通大学出版社自有,
8955,提供,中国纺织出版社,17.中国纺织出版社,,
8956,制作,英大传媒投资集团有限公司,相关网址：http,,
8958,组织,网址：https,https,,
8958,担任,网址：https,http,,
8959,提供,“中,中国中药知识港”网址,“中国中药知识港”网址：http,
8961,宣布,他们,他们惟恐其他国家,3月4日,
8965,降低,俄罗斯,减产协议,,
8966,制定,俄罗斯,2014年的油价,,
8966,降低,俄罗斯,014年的油价,,
8970,参加,公主”号返回旧金山港后，绝大部分游客下船登陆，新乘客登船，62名上次旅行的游客,2月21日，在“至尊公主,,
8973,增加,美国政府,美国政府作出此番颇有层次的“规划,,
8974,提升,■,■社论“新基建,,
8975,发布,他,《,,
8976,降低,俄罗斯,减产协议,,
8979,导致,最近10年，意大利,最近10年，意大利经济三次衰退,,
8981,降低,美,3日，美联储紧急降息,3月3日,
8982,分析,此前新京报,此前新京报,,
8983,召开,国务院总理李克强,值得注意的是，3月3日，国务院总理李克强主持召开国务院常务会议,3月3日,
8983,推动,值得注意的是，3月3日，国务院总理李克强,值得注意的是，3月3日,,
8985,奖励,比如，在某个全市只有不足10个病例的城市，仅一个行业,，在某个全市只有不足10个病例的城市，仅一个行业就奖励了几十人,,
8985,填写,比如,比如，在某个全,,
8985,搭上,比如,比如，在某个全,,
8986,召开,据新京报报道，当地时间3月9日，世界卫生组织,据新京报报道,3月9日,日内瓦
8987,开展,湖北,另据消息，湖北,,
8989,作出,自疫情发生以来，习近平总书记,自疫情发生以来，习近平总书记,,
8989,关心,习近平总书记,自疫情发生以来，习近平总书记,,
8990,关闭,武汉,随着疫情持续发酵，武汉关闭离汉通道,,
8990,开启,武汉关闭离汉通道，在此前后，市民,随着疫情持续发酵，武汉,,
8993,发表,谢炎廷,家人和老师成了他的拐杖和扶梯,,
8993,完成,谢炎廷,家人和老师成了他的拐杖和扶梯,,
8994,告诉,1992年9月，一个5斤多重的婴儿呱呱坠地，比预产期提前了1个多月，医生,1992年9月,1992年9月,
8995,变得,刘小凤,刚查出儿子脑,,
8995,查出,刚查出儿子脑瘫时，有一段时间，刘小凤,儿子脑瘫,,
8996,支持,”一家人,”一家人,,
8997,参加,刘小凤,看到谢炎廷的坚持,,
8997,咨询,刘小凤,看到谢炎廷的坚持，刘小凤到招生办,,
9000,买,徐守军,徐守军就让女儿买些菜,,
9001,提出,徐守军,徐守军在组合数学课上提出一个研究课题,2014年,
9002,发布,国务院办公厅,【编者按】今年八月，国务院办公厅,,
9003,接受,滴滴司机服务经理,滴滴司机服务经理,,
9004,找到,紧,三级预防,,
9004,介入,线上安全专家,三级预防启动,,
9004,移交,紧,三级预防,,
9005,进入,他,他告诉新京报记者，有一次，一位乘客进入深醉状态,,
9005,告诉,他,新京报记者,,
9005,呕吐,他,,,
9008,阐释,张晓颖,张晓颖,,
9009,成立,宋宜川,后来的日子，宋宜川,,
9010,找到,河南母亲,河南母亲,2013年,
9011,找到,口耳相传，越来越多的人找到宋宜川,口耳相传，越来越多的人找到宋宜川,,
9011,接诊,口耳相传，越来越多的人找到宋宜川,口耳相传，越来越多的人找到宋宜川,,
9012,到达,孙锦荣,孙锦荣,9月25日晚上8点多,
9013,指出,孙锦荣,孙锦荣注意到宏宏有些不悦，但还是忍不住指出问题,,
9014,推出,黄毅,黄毅,,在护国寺
9015,推出,峨嵋酒家,开始做外卖后，峨嵋酒家,,
9018,找到,黄毅,在接触外卖平台后，黄毅,,
9019,发布,中国商业联合会中华“老字号”工作委员会,9月20日,9月20日,
9021,介绍,一些连锁店不断开新店，开了新店后，有的老店长,一些连锁店,,
9023,接受,那是一个长期接受化疗的患儿，此前他在病房治疗了快一年时间，和小丑医生,那是一个长期接受化疗,,
9023,治疗,那是一个长期接受化疗的患儿,那是一个长期接受化疗,,
9025,推动,郭卫东,身着绿色手术服的郭卫东,,
9026,接受,而“患者”,而“患者”，此时正躺在贵州省安顺市西秀区医院的手术台,,
9029,带来,“达芬奇,“达芬奇”的各项专利保护,,
9030,设计,”“‘达芬奇’系统,”“‘达芬奇’系统,,
9030,取消,”“‘达芬奇’系统其实也设计了远程手术模式，但是引进中国时这个模块,”“‘达芬奇’系统其实也设计了远程手术模式，但是引进中国时这个模块,,
9031,解决,“妙手S”解决了这个难题,这个难题,,
9032,变得,毛绒玩偶,六年未清洗的毛绒玩偶,,
9033,找到,“这是我这辈子最有意义的一件事”2017年，一个女孩抱着小熊毛绒玩偶找到朱伯明,“这是我这,2017年,
9035,建议,母亲孙水娟记得，富阳的医生,母亲孙水娟记得，富阳的医生,,
9035,判断,富阳的医生,母亲孙水娟记得，富阳的医生,,
9036,刊发,当地的媒体,农村家庭负担不起持续的治疗费用,,
9038,申请,她,名,,
9038,扩大,她,名,,
9039,选择,从决定进盲校、学习琵琶演奏、选择考大学到成为调律师，她,从决定进盲校,,
9040,发生,九寨沟,17年8月8日21时19分46秒,”2017年8月8日21时19分46秒,
9041,介绍,九寨沟管理局科研处处长杜杰,九寨沟管理局科研处处长杜杰,,
9042,成立,九寨沟管理局,地震后，九寨沟管理局,,
9042,推进,杜杰介绍，地震后，九寨沟管理局,地震后，九寨沟管理局,,
9042,开展,杜杰介绍，地震后，九寨沟管理局,地震后，九寨沟管理局,,
9044,公布,四川省,四川省,,
9045,踏勘,蹇代君,介绍，在地震发生第二天，就有地质专家进景区,,
9046,投入,张晓超是成都理工大学生态环境学院副教授，她告诉记者，他们有几十人,成都理工大学生态环境学院副教授，她告诉记者，他们有几十人投入重建工作,,
9048,发现,中国科学院空天信息创新研究院研究员付碧宏团队,中国科学院空天信息创新研究院研究员付碧宏团队,,
9048,形成,中国科学院空天信息创新研究院研究员付碧宏团队,中国科学院,,
9050,关了,九寨童话酒店老板王培江,,,
9050,参与,九寨童话酒店老板王培江,九寨童话,,
9051,披露,《过劳时代》,《过劳时代》,,
9053,资助,财阀,财阀通过资助各种研究机构,,
9053,影响,财阀,财阀通过资助各种研究机构,,
9053,捧红,财阀,财阀通过资助各种研究机构,,
9054,调查,调查记者简·迈耶,调查记者简·迈耶,,
